NDF v9.6a 30Oct13 rev 17Jan14 run 01/07/2021 17:14:37 Filename: ndff4601.dat Chris Jeynes (HVEE 2MV Tandetron, Stephens Lab), University of Surrey Ion Beam Centre
batch ndf.spc                                                                       
str ag80au.str                                                                    
file 790069RAu.txt                                                                 
geo rbs.geo                                                                       
 channel data fit
    1 0.53000E+02 0.45282E+03
    2 0.27000E+02 0.40827E+03
    3 0.22000E+02 0.46877E+03
    4 0.10000E+02 0.47665E+03
    5 0.25000E+02 0.43190E+03
    6 0.20000E+02 0.43963E+03
    7 0.20000E+02 0.44811E+03
    8 0.12000E+02 0.45733E+03
    9 0.31000E+02 0.46646E+03
   10 0.17000E+02 0.47550E+03
   11 0.80000E+01 0.48433E+03
   12 0.80000E+01 0.49294E+03
   13 0.15000E+02 0.50145E+03
   14 0.11000E+02 0.50986E+03
   15 0.17000E+02 0.51797E+03
   16 0.14410E+04 0.52577E+03
   17 0.28770E+04 0.53346E+03
   18 0.27560E+04 0.54104E+03
   19 0.28740E+04 0.54841E+03
   20 0.28460E+04 0.55557E+03
   21 0.25840E+04 0.56262E+03
   22 0.26030E+04 0.56956E+03
   23 0.26960E+04 0.57623E+03
   24 0.26370E+04 0.58264E+03
   25 0.25100E+04 0.58893E+03
   26 0.25200E+04 0.59511E+03
   27 0.25650E+04 0.60092E+03
   28 0.26380E+04 0.60636E+03
   29 0.25550E+04 0.61168E+03
   30 0.24870E+04 0.61690E+03
   31 0.26240E+04 0.62231E+03
   32 0.26110E+04 0.62791E+03
   33 0.25580E+04 0.63342E+03
   34 0.24870E+04 0.63881E+03
   35 0.25260E+04 0.64389E+03
   36 0.25590E+04 0.64864E+03
   37 0.25550E+04 0.65329E+03
   38 0.25650E+04 0.65785E+03
   39 0.26030E+04 0.66236E+03
   40 0.25640E+04 0.66683E+03
   41 0.25970E+04 0.67120E+03
   42 0.25780E+04 0.67550E+03
   43 0.26150E+04 0.67975E+03
   44 0.25800E+04 0.68395E+03
   45 0.25450E+04 0.68808E+03
   46 0.25740E+04 0.69214E+03
   47 0.26270E+04 0.69584E+03
   48 0.26400E+04 0.69919E+03
   49 0.25510E+04 0.70248E+03
   50 0.26350E+04 0.70571E+03
   51 0.26700E+04 0.70893E+03
   52 0.27970E+04 0.71215E+03
   53 0.27640E+04 0.71532E+03
   54 0.26630E+04 0.71844E+03
   55 0.26210E+04 0.72173E+03
   56 0.27940E+04 0.72521E+03
   57 0.26520E+04 0.72865E+03
   58 0.27510E+04 0.73205E+03
   59 0.27030E+04 0.73532E+03
   60 0.27560E+04 0.73845E+03
   61 0.27570E+04 0.74155E+03
   62 0.26580E+04 0.74462E+03
   63 0.27080E+04 0.74762E+03
   64 0.28790E+04 0.75056E+03
   65 0.27380E+04 0.75348E+03
   66 0.27990E+04 0.75637E+03
   67 0.27400E+04 0.75937E+03
   68 0.29300E+04 0.76249E+03
   69 0.28440E+04 0.76559E+03
   70 0.27940E+04 0.76868E+03
   71 0.27190E+04 0.77146E+03
   72 0.28340E+04 0.77393E+03
   73 0.29220E+04 0.77639E+03
   74 0.27980E+04 0.77884E+03
   75 0.27950E+04 0.78161E+03
   76 0.29340E+04 0.78472E+03
   77 0.28720E+04 0.78781E+03
   78 0.28350E+04 0.79090E+03
   79 0.27370E+04 0.79386E+03
   80 0.28220E+04 0.79669E+03
   81 0.28330E+04 0.79952E+03
   82 0.27620E+04 0.80235E+03
   83 0.28640E+04 0.80501E+03
   84 0.28420E+04 0.80750E+03
   85 0.29620E+04 0.80999E+03
   86 0.29460E+04 0.81248E+03
   87 0.27890E+04 0.81521E+03
   88 0.28790E+04 0.81819E+03
   89 0.28310E+04 0.82117E+03
   90 0.28610E+04 0.82415E+03
   91 0.28990E+04 0.82688E+03
   92 0.29090E+04 0.82938E+03
   93 0.29340E+04 0.83188E+03
   94 0.29270E+04 0.83437E+03
   95 0.28230E+04 0.83688E+03
   96 0.30310E+04 0.83940E+03
   97 0.29660E+04 0.84191E+03
   98 0.29020E+04 0.84442E+03
   99 0.28880E+04 0.84697E+03
  100 0.29960E+04 0.84957E+03
  101 0.30260E+04 0.85216E+03
  102 0.29420E+04 0.85474E+03
  103 0.28600E+04 0.85749E+03
  104 0.30450E+04 0.86040E+03
  105 0.29830E+04 0.86330E+03
  106 0.28110E+04 0.86619E+03
  107 0.28860E+04 0.86894E+03
  108 0.30760E+04 0.87156E+03
  109 0.28780E+04 0.87417E+03
  110 0.29970E+04 0.87677E+03
  111 0.28420E+04 0.87936E+03
  112 0.30780E+04 0.88193E+03
  113 0.29460E+04 0.88450E+03
  114 0.29090E+04 0.88705E+03
  115 0.29030E+04 0.88953E+03
  116 0.30850E+04 0.89194E+03
  117 0.29870E+04 0.89434E+03
  118 0.28380E+04 0.89673E+03
  119 0.30530E+04 0.89920E+03
  120 0.30800E+04 0.90177E+03
  121 0.29600E+04 0.90433E+03
  122 0.28960E+04 0.90688E+03
  123 0.29350E+04 0.90926E+03
  124 0.30200E+04 0.91147E+03
  125 0.30230E+04 0.91366E+03
  126 0.29900E+04 0.91585E+03
  127 0.29740E+04 0.91814E+03
  128 0.30040E+04 0.92054E+03
  129 0.30110E+04 0.92293E+03
  130 0.30270E+04 0.92530E+03
  131 0.29010E+04 0.92781E+03
  132 0.30870E+04 0.93044E+03
  133 0.29990E+04 0.93307E+03
  134 0.28510E+04 0.93568E+03
  135 0.29180E+04 0.93829E+03
  136 0.30730E+04 0.94090E+03
  137 0.28670E+04 0.94349E+03
  138 0.29090E+04 0.94608E+03
  139 0.28700E+04 0.94809E+03
  140 0.29600E+04 0.94953E+03
  141 0.30430E+04 0.95095E+03
  142 0.29890E+04 0.95237E+03
  143 0.29460E+04 0.95417E+03
  144 0.31220E+04 0.95638E+03
  145 0.30330E+04 0.95857E+03
  146 0.29590E+04 0.96075E+03
  147 0.29260E+04 0.96319E+03
  148 0.31140E+04 0.96589E+03
  149 0.29790E+04 0.96858E+03
  150 0.29510E+04 0.97126E+03
  151 0.28560E+04 0.97349E+03
  152 0.28430E+04 0.97528E+03
  153 0.29100E+04 0.97706E+03
  154 0.29470E+04 0.97883E+03
  155 0.29090E+04 0.98072E+03
  156 0.30090E+04 0.98274E+03
  157 0.29540E+04 0.98474E+03
  158 0.27880E+04 0.98674E+03
  159 0.29470E+04 0.98872E+03
  160 0.30690E+04 0.99070E+03
  161 0.28760E+04 0.99267E+03
  162 0.29380E+04 0.99462E+03
  163 0.28960E+04 0.99657E+03
  164 0.30230E+04 0.99849E+03
  165 0.28040E+04 0.10004E+04
  166 0.29740E+04 0.10023E+04
  167 0.28700E+04 0.10042E+04
  168 0.29600E+04 0.10060E+04
  169 0.29350E+04 0.10078E+04
  170 0.29110E+04 0.10096E+04
  171 0.28090E+04 0.10114E+04
  172 0.29300E+04 0.10132E+04
  173 0.29360E+04 0.10150E+04
  174 0.28480E+04 0.10168E+04
  175 0.28840E+04 0.10185E+04
  176 0.28930E+04 0.10200E+04
  177 0.28940E+04 0.10216E+04
  178 0.28930E+04 0.10231E+04
  179 0.28840E+04 0.10247E+04
  180 0.30180E+04 0.10265E+04
  181 0.29470E+04 0.10282E+04
  182 0.29030E+04 0.10299E+04
  183 0.28620E+04 0.10317E+04
  184 0.29560E+04 0.10336E+04
  185 0.28950E+04 0.10354E+04
  186 0.28240E+04 0.10373E+04
  187 0.28780E+04 0.10388E+04
  188 0.29360E+04 0.10401E+04
  189 0.29550E+04 0.10414E+04
  190 0.29020E+04 0.10426E+04
  191 0.28690E+04 0.10442E+04
  192 0.29440E+04 0.10460E+04
  193 0.27770E+04 0.10479E+04
  194 0.28850E+04 0.10497E+04
  195 0.27920E+04 0.10515E+04
  196 0.30170E+04 0.10532E+04
  197 0.27480E+04 0.10549E+04
  198 0.28490E+04 0.10567E+04
  199 0.27540E+04 0.10583E+04
  200 0.29550E+04 0.10599E+04
  201 0.27560E+04 0.10615E+04
  202 0.27180E+04 0.10631E+04
  203 0.27770E+04 0.10645E+04
  204 0.29410E+04 0.10659E+04
  205 0.27380E+04 0.10672E+04
  206 0.28740E+04 0.10686E+04
  207 0.27470E+04 0.10699E+04
  208 0.28620E+04 0.10713E+04
  209 0.28090E+04 0.10726E+04
  210 0.27730E+04 0.10740E+04
  211 0.27220E+04 0.10754E+04
  212 0.29160E+04 0.10770E+04
  213 0.27200E+04 0.10785E+04
  214 0.27540E+04 0.10800E+04
  215 0.27620E+04 0.10813E+04
  216 0.27800E+04 0.10823E+04
  217 0.27990E+04 0.10834E+04
  218 0.28120E+04 0.10844E+04
  219 0.27770E+04 0.10858E+04
  220 0.27670E+04 0.10876E+04
  221 0.26750E+04 0.10893E+04
  222 0.26820E+04 0.10911E+04
  223 0.26750E+04 0.10924E+04
  224 0.27830E+04 0.10935E+04
  225 0.26900E+04 0.10945E+04
  226 0.26720E+04 0.10955E+04
  227 0.27060E+04 0.10965E+04
