NDF v9.6a 30Oct13 rev 17Jan14 run 01/07/2021 17:14:38 Filename: ndff4901.dat Chris Jeynes (HVEE 2MV Tandetron, Stephens Lab), University of Surrey Ion Beam Centre
batch ndf.spc                                                                       
str ag95au.str                                                                    
file 790069RAu.txt                                                                 
geo rbs.geo                                                                       
 channel data fit
    1 0.53000E+02 0.34701E+03
    2 0.27000E+02 0.30071E+03
    3 0.22000E+02 0.35951E+03
    4 0.10000E+02 0.36572E+03
    5 0.25000E+02 0.31936E+03
    6 0.20000E+02 0.32552E+03
    7 0.20000E+02 0.33248E+03
    8 0.12000E+02 0.34022E+03
    9 0.31000E+02 0.34793E+03
   10 0.17000E+02 0.35559E+03
   11 0.80000E+01 0.36309E+03
   12 0.80000E+01 0.37043E+03
   13 0.15000E+02 0.37772E+03
   14 0.11000E+02 0.38496E+03
   15 0.17000E+02 0.39194E+03
   16 0.14410E+04 0.39867E+03
   17 0.28770E+04 0.40533E+03
   18 0.27560E+04 0.41194E+03
   19 0.28740E+04 0.41839E+03
   20 0.28460E+04 0.42468E+03
   21 0.25840E+04 0.43090E+03
   22 0.26030E+04 0.43705E+03
   23 0.26960E+04 0.44299E+03
   24 0.26370E+04 0.44870E+03
   25 0.25100E+04 0.45435E+03
   26 0.25200E+04 0.45992E+03
   27 0.25650E+04 0.46516E+03
   28 0.26380E+04 0.47006E+03
   29 0.25550E+04 0.47489E+03
   30 0.24870E+04 0.47965E+03
   31 0.26240E+04 0.48463E+03
   32 0.26110E+04 0.48984E+03
   33 0.25580E+04 0.49497E+03
   34 0.24870E+04 0.50003E+03
   35 0.25260E+04 0.50479E+03
   36 0.25590E+04 0.50925E+03
   37 0.25550E+04 0.51363E+03
   38 0.25650E+04 0.51794E+03
   39 0.26030E+04 0.52222E+03
   40 0.25640E+04 0.52646E+03
   41 0.25970E+04 0.53064E+03
   42 0.25780E+04 0.53474E+03
   43 0.26150E+04 0.53881E+03
   44 0.25800E+04 0.54284E+03
   45 0.25450E+04 0.54680E+03
   46 0.25740E+04 0.55070E+03
   47 0.26270E+04 0.55424E+03
   48 0.26400E+04 0.55744E+03
   49 0.25510E+04 0.56058E+03
   50 0.26350E+04 0.56365E+03
   51 0.26700E+04 0.56672E+03
   52 0.27970E+04 0.56978E+03
   53 0.27640E+04 0.57278E+03
   54 0.26630E+04 0.57573E+03
   55 0.26210E+04 0.57885E+03
   56 0.27940E+04 0.58215E+03
   57 0.26520E+04 0.58540E+03
   58 0.27510E+04 0.58860E+03
   59 0.27030E+04 0.59165E+03
   60 0.27560E+04 0.59457E+03
   61 0.27570E+04 0.59744E+03
   62 0.26580E+04 0.60027E+03
