NDF v9.6a 30Oct13 rev 17Jan14 run 01/07/2021 17:14:38 Filename: ndff4701.dat Chris Jeynes (HVEE 2MV Tandetron, Stephens Lab), University of Surrey Ion Beam Centre
batch ndf.spc                                                                       
str ag85au.str                                                                    
file 790069RAu.txt                                                                 
geo rbs.geo                                                                       
 channel data fit
    1 0.53000E+02 0.41470E+03
    2 0.27000E+02 0.36953E+03
    3 0.22000E+02 0.42944E+03
    4 0.10000E+02 0.43675E+03
    5 0.25000E+02 0.39146E+03
    6 0.20000E+02 0.39867E+03
    7 0.20000E+02 0.40664E+03
    8 0.12000E+02 0.41538E+03
    9 0.31000E+02 0.42406E+03
   10 0.17000E+02 0.43268E+03
   11 0.80000E+01 0.44110E+03
   12 0.80000E+01 0.44933E+03
   13 0.15000E+02 0.45749E+03
   14 0.11000E+02 0.46557E+03
   15 0.17000E+02 0.47337E+03
   16 0.14410E+04 0.48088E+03
   17 0.28770E+04 0.48831E+03
   18 0.27560E+04 0.49565E+03
   19 0.28740E+04 0.50281E+03
   20 0.28460E+04 0.50977E+03
   21 0.25840E+04 0.51665E+03
   22 0.26030E+04 0.52343E+03
   23 0.26960E+04 0.52997E+03
   24 0.26370E+04 0.53626E+03
   25 0.25100E+04 0.54245E+03
   26 0.25200E+04 0.54855E+03
   27 0.25650E+04 0.55429E+03
   28 0.26380E+04 0.55968E+03
   29 0.25550E+04 0.56496E+03
   30 0.24870E+04 0.57015E+03
   31 0.26240E+04 0.57555E+03
   32 0.26110E+04 0.58115E+03
   33 0.25580E+04 0.58666E+03
   34 0.24870E+04 0.59207E+03
   35 0.25260E+04 0.59717E+03
   36 0.25590E+04 0.60195E+03
   37 0.25550E+04 0.60664E+03
   38 0.25650E+04 0.61123E+03
   39 0.26030E+04 0.61579E+03
   40 0.25640E+04 0.62030E+03
   41 0.25970E+04 0.62472E+03
   42 0.25780E+04 0.62906E+03
   43 0.26150E+04 0.63336E+03
   44 0.25800E+04 0.63761E+03
   45 0.25450E+04 0.64178E+03
   46 0.25740E+04 0.64588E+03
   47 0.26270E+04 0.64963E+03
   48 0.26400E+04 0.65301E+03
   49 0.25510E+04 0.65633E+03
   50 0.26350E+04 0.65959E+03
