NDF v9.6a 30Oct13 rev 17Jan14 run 01/07/2021 17:14:37 Filename: ndff4401.dat Chris Jeynes (HVEE 2MV Tandetron, Stephens Lab), University of Surrey Ion Beam Centre
batch ndf.spc                                                                       
str ag70au.str                                                                    
file 790069RAu.txt                                                                 
geo rbs.geo                                                                       
 channel data fit
    1 0.53000E+02 0.51127E+03
    2 0.27000E+02 0.46774E+03
    3 0.22000E+02 0.52925E+03
    4 0.10000E+02 0.53814E+03
    5 0.25000E+02 0.49440E+03
    6 0.20000E+02 0.50314E+03
    7 0.20000E+02 0.51261E+03
    8 0.12000E+02 0.52282E+03
    9 0.31000E+02 0.53294E+03
   10 0.17000E+02 0.54296E+03
   11 0.80000E+01 0.55276E+03
   12 0.80000E+01 0.56234E+03
   13 0.15000E+02 0.57181E+03
   14 0.11000E+02 0.58117E+03
   15 0.17000E+02 0.59022E+03
   16 0.14410E+04 0.59895E+03
   17 0.28770E+04 0.60756E+03
   18 0.27560E+04 0.61604E+03
   19 0.28740E+04 0.62431E+03
   20 0.28460E+04 0.63236E+03
   21 0.25840E+04 0.64028E+03
   22 0.26030E+04 0.64808E+03
   23 0.26960E+04 0.65559E+03
   24 0.26370E+04 0.66284E+03
   25 0.25100E+04 0.66995E+03
   26 0.25200E+04 0.67693E+03
   27 0.25650E+04 0.68353E+03
   28 0.26380E+04 0.68974E+03
   29 0.25550E+04 0.69582E+03
   30 0.24870E+04 0.70178E+03
   31 0.26240E+04 0.70792E+03
   32 0.26110E+04 0.71424E+03
   33 0.25580E+04 0.72044E+03
   34 0.24870E+04 0.72651E+03
   35 0.25260E+04 0.73225E+03
   36 0.25590E+04 0.73765E+03
   37 0.25550E+04 0.74293E+03
   38 0.25650E+04 0.74810E+03
   39 0.26030E+04 0.75321E+03
   40 0.25640E+04 0.75825E+03
   41 0.25970E+04 0.76320E+03
   42 0.25780E+04 0.76804E+03
   43 0.26150E+04 0.77282E+03
   44 0.25800E+04 0.77754E+03
   45 0.25450E+04 0.78217E+03
   46 0.25740E+04 0.78671E+03
   47 0.26270E+04 0.79088E+03
   48 0.26400E+04 0.79469E+03
   49 0.25510E+04 0.79841E+03
   50 0.26350E+04 0.80207E+03
   51 0.26700E+04 0.80570E+03
   52 0.27970E+04 0.80931E+03
   53 0.27640E+04 0.81286E+03
   54 0.26630E+04 0.81634E+03
   55 0.26210E+04 0.81999E+03
   56 0.27940E+04 0.82382E+03
   57 0.26520E+04 0.82759E+03
   58 0.27510E+04 0.83130E+03
   59 0.27030E+04 0.83488E+03
   60 0.27560E+04 0.83831E+03
   61 0.27570E+04 0.84169E+03
   62 0.26580E+04 0.84504E+03
   63 0.27080E+04 0.84831E+03
   64 0.28790E+04 0.85151E+03
   65 0.27380E+04 0.85467E+03
   66 0.27990E+04 0.85780E+03
   67 0.27400E+04 0.86104E+03
   68 0.29300E+04 0.86438E+03
   69 0.28440E+04 0.86770E+03
   70 0.27940E+04 0.87100E+03
   71 0.27190E+04 0.87398E+03
   72 0.28340E+04 0.87666E+03
   73 0.29220E+04 0.87931E+03
   74 0.27980E+04 0.88195E+03
   75 0.27950E+04 0.88491E+03
   76 0.29340E+04 0.88820E+03
   77 0.28720E+04 0.89147E+03
   78 0.28350E+04 0.89473E+03
   79 0.27370E+04 0.89787E+03
   80 0.28220E+04 0.90088E+03
   81 0.28330E+04 0.90387E+03
   82 0.27620E+04 0.90687E+03
   83 0.28640E+04 0.90969E+03
   84 0.28420E+04 0.91235E+03
   85 0.29620E+04 0.91501E+03
   86 0.29460E+04 0.91765E+03
   87 0.27890E+04 0.92055E+03
   88 0.28790E+04 0.92370E+03
   89 0.28310E+04 0.92684E+03
   90 0.28610E+04 0.92998E+03
   91 0.28990E+04 0.93288E+03
   92 0.29090E+04 0.93555E+03
   93 0.29340E+04 0.93821E+03
   94 0.29270E+04 0.94087E+03
   95 0.28230E+04 0.94354E+03
   96 0.30310E+04 0.94623E+03
   97 0.29660E+04 0.94892E+03
