NDF v9.6a 30Oct13 rev 17Jan14 run 01/07/2021 17:14:35 Filename: ndff4001.dat Chris Jeynes (HVEE 2MV Tandetron, Stephens Lab), University of Surrey Ion Beam Centre
batch ndf.spc                                                                       
str ag50au.str                                                                    
file 790069RAu.txt                                                                 
geo rbs.geo                                                                       
 channel data fit
    1 0.53000E+02 0.68097E+03
    2 0.27000E+02 0.64006E+03
    3 0.22000E+02 0.70407E+03
    4 0.10000E+02 0.71532E+03
    5 0.25000E+02 0.67381E+03
    6 0.20000E+02 0.68464E+03
    7 0.20000E+02 0.69607E+03
    8 0.12000E+02 0.70809E+03
    9 0.31000E+02 0.71988E+03
   10 0.17000E+02 0.73144E+03
   11 0.80000E+01 0.74263E+03
   12 0.80000E+01 0.75347E+03
   13 0.15000E+02 0.76407E+03
   14 0.11000E+02 0.77442E+03
   15 0.17000E+02 0.78433E+03
   16 0.14410E+04 0.79379E+03
   17 0.28770E+04 0.80302E+03
   18 0.27560E+04 0.81200E+03
   19 0.28740E+04 0.82065E+03
   20 0.28460E+04 0.82898E+03
   21 0.25840E+04 0.83707E+03
   22 0.26030E+04 0.84494E+03
   23 0.26960E+04 0.85245E+03
   24 0.26370E+04 0.85959E+03
   25 0.25100E+04 0.86652E+03
   26 0.25200E+04 0.87325E+03
   27 0.25650E+04 0.87952E+03
   28 0.26380E+04 0.88535E+03
   29 0.25550E+04 0.89100E+03
   30 0.24870E+04 0.89647E+03
   31 0.26240E+04 0.90208E+03
   32 0.26110E+04 0.90783E+03
   33 0.25580E+04 0.91343E+03
   34 0.24870E+04 0.91889E+03
   35 0.25260E+04 0.92399E+03
   36 0.25590E+04 0.92874E+03
   37 0.25550E+04 0.93336E+03
   38 0.25650E+04 0.93787E+03
   39 0.26030E+04 0.94232E+03
   40 0.25640E+04 0.94671E+03
   41 0.25970E+04 0.95100E+03
   42 0.25780E+04 0.95522E+03
   43 0.26150E+04 0.95938E+03
   44 0.25800E+04 0.96351E+03
   45 0.25450E+04 0.96757E+03
   46 0.25740E+04 0.97158E+03
   47 0.26270E+04 0.97524E+03
   48 0.26400E+04 0.97857E+03
   49 0.25510E+04 0.98186E+03
   50 0.26350E+04 0.98510E+03
   51 0.26700E+04 0.98836E+03
   52 0.27970E+04 0.99165E+03
   53 0.27640E+04 0.99490E+03
   54 0.26630E+04 0.99813E+03
   55 0.26210E+04 0.10016E+04
   56 0.27940E+04 0.10052E+04
   57 0.26520E+04 0.10089E+04
   58 0.27510E+04 0.10125E+04
   59 0.27030E+04 0.10160E+04
   60 0.27560E+04 0.10194E+04
   61 0.27570E+04 0.10229E+04
   62 0.26580E+04 0.10263E+04
   63 0.27080E+04 0.10296E+04
   64 0.28790E+04 0.10330E+04
   65 0.27380E+04 0.10363E+04
   66 0.27990E+04 0.10397E+04
   67 0.27400E+04 0.10431E+04
   68 0.29300E+04 0.10468E+04
   69 0.28440E+04 0.10504E+04
   70 0.27940E+04 0.10540E+04
   71 0.27190E+04 0.10574E+04
   72 0.28340E+04 0.10604E+04
