NDF v9.6a 30Oct13 rev 17Jan14 run 01/07/2021 17:14:36 Filename: ndff4101.dat Chris Jeynes (HVEE 2MV Tandetron, Stephens Lab), University of Surrey Ion Beam Centre
batch ndf.spc                                                                       
str ag55au.str                                                                    
file 790069RAu.txt                                                                 
geo rbs.geo                                                                       
 channel data fit
    1 0.53000E+02 0.60319E+03
    2 0.27000E+02 0.56135E+03
    3 0.22000E+02 0.62454E+03
    4 0.10000E+02 0.63509E+03
    5 0.25000E+02 0.59298E+03
    6 0.20000E+02 0.60334E+03
    7 0.20000E+02 0.61441E+03
    8 0.12000E+02 0.62619E+03
    9 0.31000E+02 0.63785E+03
   10 0.17000E+02 0.64939E+03
   11 0.80000E+01 0.66068E+03
   12 0.80000E+01 0.67172E+03
   13 0.15000E+02 0.68262E+03
   14 0.11000E+02 0.69338E+03
   15 0.17000E+02 0.70380E+03
   16 0.14410E+04 0.71387E+03
   17 0.28770E+04 0.72378E+03
   18 0.27560E+04 0.73354E+03
   19 0.28740E+04 0.74305E+03
   20 0.28460E+04 0.75231E+03
   21 0.25840E+04 0.76140E+03
   22 0.26030E+04 0.77033E+03
   23 0.26960E+04 0.77895E+03
   24 0.26370E+04 0.78726E+03
   25 0.25100E+04 0.79541E+03
   26 0.25200E+04 0.80339E+03
   27 0.25650E+04 0.81096E+03
   28 0.26380E+04 0.81810E+03
   29 0.25550E+04 0.82508E+03
   30 0.24870E+04 0.83190E+03
   31 0.26240E+04 0.83887E+03
   32 0.26110E+04 0.84599E+03
   33 0.25580E+04 0.85295E+03
   34 0.24870E+04 0.85977E+03
   35 0.25260E+04 0.86621E+03
   36 0.25590E+04 0.87228E+03
   37 0.25550E+04 0.87821E+03
   38 0.25650E+04 0.88400E+03
   39 0.26030E+04 0.88969E+03
   40 0.25640E+04 0.89530E+03
   41 0.25970E+04 0.90078E+03
   42 0.25780E+04 0.90613E+03
   43 0.26150E+04 0.91140E+03
   44 0.25800E+04 0.91658E+03
   45 0.25450E+04 0.92165E+03
   46 0.25740E+04 0.92661E+03
   47 0.26270E+04 0.93119E+03
   48 0.26400E+04 0.93538E+03
   49 0.25510E+04 0.93947E+03
   50 0.26350E+04 0.94347E+03
   51 0.26700E+04 0.94743E+03
   52 0.27970E+04 0.95136E+03
   53 0.27640E+04 0.95521E+03
   54 0.26630E+04 0.95898E+03
   55 0.26210E+04 0.96291E+03
   56 0.27940E+04 0.96701E+03
   57 0.26520E+04 0.97103E+03
   58 0.27510E+04 0.97500E+03
   59 0.27030E+04 0.97881E+03
   60 0.27560E+04 0.98247E+03
   61 0.27570E+04 0.98609E+03
   62 0.26580E+04 0.98966E+03
   63 0.27080E+04 0.99314E+03
   64 0.28790E+04 0.99655E+03
   65 0.27380E+04 0.99992E+03
   66 0.27990E+04 0.10033E+04
   67 0.27400E+04 0.10067E+04
   68 0.29300E+04 0.10103E+04
   69 0.28440E+04 0.10138E+04
   70 0.27940E+04 0.10173E+04
   71 0.27190E+04 0.10205E+04
   72 0.28340E+04 0.10233E+04
   73 0.29220E+04 0.10262E+04
   74 0.27980E+04 0.10291E+04
   75 0.27950E+04 0.10322E+04
   76 0.29340E+04 0.10357E+04
   77 0.28720E+04 0.10392E+04
   78 0.28350E+04 0.10427E+04
   79 0.27370E+04 0.10460E+04
   80 0.28220E+04 0.10493E+04
   81 0.28330E+04 0.10525E+04
   82 0.27620E+04 0.10557E+04
   83 0.28640E+04 0.10588E+04
   84 0.28420E+04 0.10617E+04
   85 0.29620E+04 0.10646E+04
   86 0.29460E+04 0.10675E+04
   87 0.27890E+04 0.10706E+04
   88 0.28790E+04 0.10740E+04
   89 0.28310E+04 0.10774E+04
   90 0.28610E+04 0.10808E+04
   91 0.28990E+04 0.10840E+04
   92 0.29090E+04 0.10869E+04
   93 0.29340E+04 0.10899E+04
   94 0.29270E+04 0.10928E+04
   95 0.28230E+04 0.10958E+04
   96 0.30310E+04 0.10987E+04
   97 0.29660E+04 0.11017E+04
   98 0.29020E+04 0.11047E+04
   99 0.28880E+04 0.11077E+04
  100 0.29960E+04 0.11108E+04
  101 0.30260E+04 0.11138E+04
  102 0.29420E+04 0.11169E+04
  103 0.28600E+04 0.11201E+04
