NDF v9.6a 30Oct13 rev 17Jan14 run 01/07/2021 17:14:36 Filename: ndff4301.dat Chris Jeynes (HVEE 2MV Tandetron, Stephens Lab), University of Surrey Ion Beam Centre
batch ndf.spc                                                                       
str ag65au.str                                                                    
file 790069RAu.txt                                                                 
geo rbs.geo                                                                       
 channel data fit
    1 0.53000E+02 0.54585E+03
    2 0.27000E+02 0.50292E+03
    3 0.22000E+02 0.56503E+03
    4 0.10000E+02 0.57450E+03
    5 0.25000E+02 0.53132E+03
    6 0.20000E+02 0.54061E+03
    7 0.20000E+02 0.55063E+03
    8 0.12000E+02 0.56137E+03
    9 0.31000E+02 0.57200E+03
   10 0.17000E+02 0.58251E+03
   11 0.80000E+01 0.59279E+03
   12 0.80000E+01 0.60283E+03
   13 0.15000E+02 0.61275E+03
   14 0.11000E+02 0.62253E+03
   15 0.17000E+02 0.63199E+03
   16 0.14410E+04 0.64112E+03
   17 0.28770E+04 0.65010E+03
   18 0.27560E+04 0.65895E+03
   19 0.28740E+04 0.66756E+03
   20 0.28460E+04 0.67594E+03
   21 0.25840E+04 0.68417E+03
   22 0.26030E+04 0.69226E+03
   23 0.26960E+04 0.70006E+03
   24 0.26370E+04 0.70756E+03
   25 0.25100E+04 0.71491E+03
   26 0.25200E+04 0.72213E+03
   27 0.25650E+04 0.72894E+03
   28 0.26380E+04 0.73535E+03
   29 0.25550E+04 0.74162E+03
   30 0.24870E+04 0.74775E+03
   31 0.26240E+04 0.75404E+03
   32 0.26110E+04 0.76050E+03
   33 0.25580E+04 0.76683E+03
   34 0.24870E+04 0.77302E+03
   35 0.25260E+04 0.77886E+03
   36 0.25590E+04 0.78436E+03
   37 0.25550E+04 0.78972E+03
   38 0.25650E+04 0.79497E+03
   39 0.26030E+04 0.80014E+03
   40 0.25640E+04 0.80524E+03
   41 0.25970E+04 0.81023E+03
   42 0.25780E+04 0.81511E+03
   43 0.26150E+04 0.81992E+03
   44 0.25800E+04 0.82467E+03
   45 0.25450E+04 0.82932E+03
   46 0.25740E+04 0.83387E+03
   47 0.26270E+04 0.83805E+03
   48 0.26400E+04 0.84186E+03
   49 0.25510E+04 0.84559E+03
   50 0.26350E+04 0.84925E+03
   51 0.26700E+04 0.85287E+03
   52 0.27970E+04 0.85648E+03
   53 0.27640E+04 0.86002E+03
   54 0.26630E+04 0.86350E+03
   55 0.26210E+04 0.86714E+03
   56 0.27940E+04 0.87096E+03
   57 0.26520E+04 0.87472E+03
   58 0.27510E+04 0.87843E+03
   59 0.27030E+04 0.88200E+03
   60 0.27560E+04 0.88543E+03
   61 0.27570E+04 0.88882E+03
   62 0.26580E+04 0.89216E+03
   63 0.27080E+04 0.89544E+03
   64 0.28790E+04 0.89864E+03
   65 0.27380E+04 0.90182E+03
   66 0.27990E+04 0.90496E+03
   67 0.27400E+04 0.90822E+03
   68 0.29300E+04 0.91159E+03
   69 0.28440E+04 0.91494E+03
   70 0.27940E+04 0.91827E+03
   71 0.27190E+04 0.92129E+03
   72 0.28340E+04 0.92400E+03
   73 0.29220E+04 0.92671E+03
   74 0.27980E+04 0.92940E+03
   75 0.27950E+04 0.93241E+03
   76 0.29340E+04 0.93576E+03
   77 0.28720E+04 0.93910E+03
   78 0.28350E+04 0.94243E+03
   79 0.27370E+04 0.94564E+03
   80 0.28220E+04 0.94873E+03
   81 0.28330E+04 0.95181E+03
   82 0.27620E+04 0.95489E+03
   83 0.28640E+04 0.95781E+03
   84 0.28420E+04 0.96057E+03
   85 0.29620E+04 0.96333E+03
   86 0.29460E+04 0.96608E+03
   87 0.27890E+04 0.96909E+03
   88 0.28790E+04 0.97236E+03
   89 0.28310E+04 0.97562E+03
   90 0.28610E+04 0.97888E+03
   91 0.28990E+04 0.98190E+03
   92 0.29090E+04 0.98470E+03
   93 0.29340E+04 0.98750E+03
   94 0.29270E+04 0.99029E+03
   95 0.28230E+04 0.99310E+03
   96 0.30310E+04 0.99593E+03
   97 0.29660E+04 0.99876E+03
   98 0.29020E+04 0.10016E+04
   99 0.28880E+04 0.10045E+04
  100 0.29960E+04 0.10074E+04
  101 0.30260E+04 0.10103E+04
  102 0.29420E+04 0.10132E+04
  103 0.28600E+04 0.10163E+04
  104 0.30450E+04 0.10195E+04
  105 0.29830E+04 0.10228E+04
  106 0.28110E+04 0.10260E+04
  107 0.28860E+04 0.10291E+04
  108 0.30760E+04 0.10321E+04
  109 0.28780E+04 0.10350E+04
  110 0.29970E+04 0.10380E+04
  111 0.28420E+04 0.10409E+04
  112 0.30780E+04 0.10439E+04
  113 0.29460E+04 0.10468E+04
  114 0.29090E+04 0.10497E+04
  115 0.29030E+04 0.10525E+04
  116 0.30850E+04 0.10553E+04
  117 0.29870E+04 0.10581E+04
  118 0.28380E+04 0.10608E+04
  119 0.30530E+04 0.10636E+04
